"id","accounting_method","actual_completion_date","approval_letter_date","approved_change_orders","contract_date","contract_start_date","contract_estimated_completion_date","created_at","custom_fields","deleted_at","description","exclusions","executed","execution_date","grand_total","inclusions","issued_on_date","letter_of_intent_date","number","origin_data","origin_code","origin_id","pending_change_orders","pending_revised_contract","percentage_paid","private","remaining_balance_outstanding","requisitions_are_enabled","retainage_percent","returned_date","revised_contract","signed_contract_received_date","status","title","total_draw_requests_amount","total_payments","total_requisitions_amount","updated_at","vendor_id","vendor_company","infoJson","ProjectID","DateUpdated","custom_fields_v2","CompanyID"
6334770,amount,,,909792.66,,,,2021-03-08 15:47:18.000,,,"<p>Furnish and install all floor prep and infill required in the mock-up units 912, 914 and corridor per the Bulley and Andrew's floor topo survey dated 8/20/20 and Mock-up Contract Documents dated 4/8/20.</p>",,true,,14133.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""BARCO010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":14133.0,""SCMST_DATE"":""2020-09-21T00:00:00"",""SCMST_NAME"":""Floor Prep and Infill"",""SCMST_CONTACT_CODE"":""PH"",""SCMST_ORASEQ"":""44576885"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-09-22T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""329124"",""SCMST_SCOPE_DESC"":""Furnish and install all floor prep and infill required in the mock-up units 912, 914 and corridor per the Bulley and Andrew's floor topo survey dated 8/20/20 and Mock-up Contract Documents dated 4/8/20. "",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-44576885",0.00,923925.66,84.55,true,142765.82,true,10.00,,923925.66,,Approved,Floor Prep and Infill,0.00,781159.84,14643.40,2022-07-22 07:39:59.000,16731020,BARRIER CORP *,,1124393,2022-07-23 08:39:19.650,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334778,amount,,,0.00,,,,2021-03-08 15:47:57.000,,,"<p>Furnish all toilet accessories for the model units 912, 914 per the Contract Documents titled  Mock-up Drawings Issued for  Permit dated 4/08/20</p>",,true,,0.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""BATHX010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":0.0,""SCMST_DATE"":""2020-07-","119209-01","119209-43591610",136117.00,136117.00,0.00,true,-2596.50,true,10.00,,0.00,,Approved,Furnish Toilet Accessories (Model Units),0.00,2596.50,0.00,2022-04-25 14:40:20.000,16755047,BATHXCESSORIES INC *,,1124393,2022-04-26 08:55:07.436,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334786,amount,,,0.00,,,,2021-03-08 15:48:21.000,,,,,true,,55425.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""BEVAS010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":55425.0,""SCMST_DATE"":""2020","119209-01","119209-44344276",0.00,55425.00,79.61,true,11300.00,true,10.00,,55425.00,,Approved,Asphalt Paving,0.00,44125.00,39712.50,2022-04-22 06:37:29.000,16792706,BEVERLY ASPHALT PAVING CO,,1124393,2022-04-23 07:35:52.230,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334789,amount,,,8448706.00,,,,2021-03-08 15:48:27.000,,,"<p>Furnish and install all electrical, low voltage and fire alarm for the model units and corridor as shown on the Contract Documents titled  Issued for  Permit dated 4/08/20</p>",,true,,54700.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""BLOEL010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":54700.0,""SCMST_DATE"":""2020-07-31T00:00:00"",""SCMST_NAME"":""Electrical (Model Units)"",""SCMST_CONTACT_CODE"":""JCA"",""SCMST_ORASEQ"":""43634180"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-08-05T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""325427"",""SCMST_SCOPE_DESC"":""Furnish and install all electrical, low voltage and fire alarm for the model units and corridor as shown on the Contract Documents titled  Issued for  Permit dated 4/08/20"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-43634180",277220.00,8780626.00,71.01,true,2465300.78,true,10.00,,8503406.00,,Approved,Electrical (Model Units),0.00,6038105.22,41166.00,2022-07-29 07:41:10.000,16746225,BLOCK ELECTRIC CO INC *,,1124393,2022-07-30 08:47:05.226,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334820,amount,,,1001459.00,,,,2021-03-08 15:50:54.000,,,"<p>Furnish all doors, frames and hardware for the model units 912 and 914 per the Contract Documents titled Mock-up Drawings Issued for  Permit dated 4/08/20</p>",,true,,12775.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""BLOIR010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":12775.0,""SCMST_DATE"":""2020-07-30T00:00:00"",""SCMST_NAME"":""Furnish Doors, Frames and Hardware (Model Unit)"",""SCMST_CONTACT_CODE"":""BVA"",""SCMST_ORASEQ"":""43628795"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-08-31T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""327043"",""SCMST_SCOPE_DESC"":""Furnish all doors, frames and hardware for the model units 912 and 914 per the Contract Documents titled Mock-up Drawings Issued for  Permit dated 4/08/20""}}","119209-01","119209-43628795",0.00,1014234.00,32.21,true,687534.00,true,10.00,,1014234.00,,Approved,"Furnish Doors, Frames and Hardware (Model Unit)",0.00,326700.00,11425.50,2022-07-29 07:41:10.000,16792722,BLOCK IRON & SUPPLY CO INC,,1124393,2022-07-30 08:47:05.226,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334823,amount,,,2677746.00,,,,2021-03-08 15:51:01.000,,,<p>Furnish and install all ceramic tile at units 914 and 912 per the Contract Documents titled Mock-up Drawings Issued for Permit dated 4/08/20.</p>,,true,,18780.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""BOUTI010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":18780.0,""SCMST_DATE"":""2020-08-18T00:00:00"",""SCMST_NAME"":""Furnish and install ceramic tile (Model Unit) "",""SCMST_CONTACT_CODE"":""EBO"",""SCMST_ORASEQ"":""43886186"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-08-21T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""326585"",""SCMST_SCOPE_DESC"":""Furnish and install all ceramic tile at units 914 and 912 per the Contract Documents titled Mock-up Drawings Issued for Permit dated 4/08/20.   "",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-43886186",24626.32,2721152.32,53.80,true,1245678.43,true,10.00,,2696526.00,,Approved,Furnish and install ceramic tile (Model Unit) ,0.00,1450847.57,16902.00,2022-08-12 07:47:34.000,16748534,BOURBON TILE & MARBLE INC *,,1124393,2022-08-13 08:42:06.860,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334831,amount,,,87338.00,,,,2021-03-08 15:51:53.000,,,<p>Phase 1 Structural Demolition and Mechanical Equipment Demolition per the Contract Documents through ASI 001 and ASI 002.</p>,,true,,233000.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""BRETH010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":233000.0,""SCMST_DATE"":""202","119209-01","119209-44387555",0.00,320338.00,95.00,true,16016.90,true,10.00,,320338.00,,Approved,Demolition - Structural and Mechanical Equipment,0.00,304321.10,202714.20,2022-05-27 07:25:32.000,16746029,BREAK THRU ENTERPRISES INC *,,1124393,2022-05-28 09:05:05.660,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334840,amount,,,123345.44,,,,2021-03-08 15:52:40.000,,,,,true,,85700.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""CELUT010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":85700.0,""SCMST_DATE"":""2020","119209-01","119209-42607537",0.00,209045.44,94.94,true,10582.17,true,0.00,,209045.44,,Approved,Site Utilities,0.00,198463.27,0.00,2022-04-25 14:48:11.000,16752453,CELTIC UTILITY INC,,1124393,2022-04-26 08:55:09.483,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334853,amount,,,0.00,,,,2021-03-08 15:53:45.000,,,,,true,,32923.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""CONFL005"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":32923.0,""SCMST_DATE"":""2021","119209-01","119209-46886960",-10819.46,22103.54,60.42,true,13029.80,true,10.00,,32923.00,,Approved,Phase 1B Lower Level Flooring - Furnish and Install,0.00,19893.20,0.00,2022-04-25 14:48:20.000,18242139,CONSOLIDATED FLOORING OF CHICAGO LLC,,1124393,2022-04-26 08:55:09.483,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334855,amount,,,1835067.26,,,,2021-03-08 15:53:52.000,,,<p>Furnish and install all LVT flooring and carpet flooring at the model unit per the Contract Documents titled Mock-up Drawings Issued for  Permit dated 4/08/20.</p>,,true,,13663.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""DIVZY010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":13663.0,""SCMST_DATE"":""2020-07-30T00:00:00"",""SCMST_NAME"":""Flooring - Carpet and LVT (Model Unit)"",""SCMST_CONTACT_CODE"":""TNO"",""SCMST_ORASEQ"":""43621257"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-08-06T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""325480"",""SCMST_SCOPE_DESC"":""Furnish and install all LVT flooring and carpet flooring at the model unit per the Contract Documents titled Mock-up Drawings Issued for  Permit dated 4/08/20."",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-43621257",0.00,1848730.26,59.99,true,739655.68,true,10.00,,1848730.26,,Approved,Flooring - Carpet and LVT (Model Unit),0.00,1109074.58,0.00,2022-07-29 07:41:11.000,18533866,DIVERZIFY,,1124393,2022-07-30 08:47:05.226,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
6334870,amount,,,343330.16,,,,2021-03-08 15:54:39.000,,,"<p>Furnish and install all exterior site concrete per the March 6, 2020 Permit Documents through ASI 01 Documents dated June 30, 2020.</p>",,true,,371770.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""ELLCO010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":371770.0,""SCMST_DATE"":""2020-08-18T00:00:00"",""SCMST_NAME"":""Site Concrete"",""SCMST_CONTACT_CODE"":""DH"",""SCMST_ORASEQ"":""43884986"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2020-08-21T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""326576"",""SCMST_SCOPE_DESC"":""Furnish and install all exterior site concrete per the March 6, 2020 Permit Documents through ASI 01 Documents dated June 30, 2020. "",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-43884986",0.00,715100.16,88.79,true,80142.59,true,10.00,,715100.16,,Approved,Site Concrete,0.00,634957.57,0.00,2022-07-15 07:37:17.000,16746023,ELLIOT CONSTRUCTION CORP *,,1124393,2022-07-18 18:51:21.606,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
